Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
DQ785543,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4741-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785544,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5110-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785545,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5405-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785546,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5426-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785547,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5447-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785548,Enterovirus A71,Enterovirus alphacoxsackie,,TW-1280-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785549,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5089-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785550,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3351-1999,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785551,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4711-1999,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785552,Enterovirus A71,Enterovirus alphacoxsackie,,TW-645-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785553,Enterovirus A71,Enterovirus alphacoxsackie,,TW-936-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785554,Enterovirus A71,Enterovirus alphacoxsackie,,TW-1155-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785555,Enterovirus A71,Enterovirus alphacoxsackie,,TW-1184-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785556,Enterovirus A71,Enterovirus alphacoxsackie,,TW-1504-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785557,Enterovirus A71,Enterovirus alphacoxsackie,,TW-1743-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785558,Enterovirus A71,Enterovirus alphacoxsackie,,TW-1769-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785559,Enterovirus A71,Enterovirus alphacoxsackie,,TW-1995-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785560,Enterovirus A71,Enterovirus alphacoxsackie,,TW-1996-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785561,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2006-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785562,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2179-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785563,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2188-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785564,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2200-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785565,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2238-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785566,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2242-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785567,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2387-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785568,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2404-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785569,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2448-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785570,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2586-2000,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785571,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2678-1998,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785572,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2733-1998,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785573,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2898-1998,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785574,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3339-1998,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785575,Enterovirus A71,Enterovirus alphacoxsackie,,TW-1394-1999,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785576,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2334-1998,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785577,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2495-1998,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785578,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5472-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785579,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5514-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785580,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5531-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785581,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5580-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785582,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5633-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785583,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5824-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785584,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5825-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785585,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5904-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785586,Enterovirus A71,Enterovirus alphacoxsackie,,TW-6165-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785587,Enterovirus A71,Enterovirus alphacoxsackie,,TW-6528-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785588,Enterovirus A71,Enterovirus alphacoxsackie,,TW-655-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785589,Enterovirus A71,Enterovirus alphacoxsackie,,TW-1727-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785590,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2045-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785591,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2699-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785592,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3074-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785593,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3389-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785594,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3506-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785595,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3509-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785596,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3821-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785597,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3895-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785598,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4151-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785599,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5086-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785600,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5634-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785601,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5762-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785602,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5817-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785603,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5837-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785604,Enterovirus A71,Enterovirus alphacoxsackie,,TW-6006-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785605,Enterovirus A71,Enterovirus alphacoxsackie,,TW-6301-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785606,Enterovirus A71,Enterovirus alphacoxsackie,,TW-6382-2002,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785607,Enterovirus A71,Enterovirus alphacoxsackie,,TW-371-2003,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785608,Enterovirus A71,Enterovirus alphacoxsackie,,TW-991-2003,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785609,Enterovirus A71,Enterovirus alphacoxsackie,,TW-70576-2003,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785610,Enterovirus A71,Enterovirus alphacoxsackie,,TW-1069-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785611,Enterovirus A71,Enterovirus alphacoxsackie,,TW-1377-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785612,Enterovirus A71,Enterovirus alphacoxsackie,,TW-1789-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785613,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2210-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785614,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2348-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785615,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2490-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785616,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2588-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785617,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2679-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785618,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2915-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785619,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3151-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785620,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3166-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785621,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3175-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785622,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3398-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785623,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3465-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785624,Enterovirus A71,Enterovirus alphacoxsackie,,TW-3909-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785625,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4021-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785626,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4137-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785627,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4451-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785628,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4752-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785629,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4924-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785630,Enterovirus A71,Enterovirus alphacoxsackie,,TW-4983-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785631,Enterovirus A71,Enterovirus alphacoxsackie,,TW-5337-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785632,Enterovirus A71,Enterovirus alphacoxsackie,,TW-1660-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785633,Enterovirus A71,Enterovirus alphacoxsackie,,TW-1690-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785634,Enterovirus A71,Enterovirus alphacoxsackie,,TW-1940-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785635,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2220-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
DQ785636,Enterovirus A71,Enterovirus alphacoxsackie,,TW-2587-2001,549,partial,Taiwan,,,"Chang,L.-Y., Tsao,K.-C., Hung,M.-S., Wu,W.-J., Shih,S.-R., Huang,C.-G., Lin,T.-Y., Huang,L.-M.",,2006-07-26,ssRNA(+)
